Filename,Title,Keywords,Category,Releases
mjpg_00001_.jpg,Moody Velvet Nights: A Luxury Fragrance Line Identity Lookbook,"Luxury Fragrance, Moody, High Contrast, Velvet, Sensual, Enigmatic, Mystery, Intrigue, Opulent, Dim Lighting, Elegant Bottles, Reflections, Secrets, Seductive Imagery.",,
mjpg_00002_.jpg,Moody Luxury: A Sensual Fragrance Line Identity Lookbook,"Moody, Luxury, High contrast, Sensual, Fragrance, Bottle, Close-up, Velvet, Satin, Glass, Enigmatic, Premium, Allure, Mystery, Sophistication, Dark backgrounds, Textures, Shadows.",,
mjpg_00003_.jpg,Ethereal Elegance: A Luxury Fragrance Line Identity Lookbook,"Luxury Fragrance, Moody, High Contrast, Sensual, Elegant, Close-up, Sophisticated, Dark Backdrop, Velvet, Satin, Glass, Precious Metals, Textures, Intricate Patterns, Mystique.",,
mjpg_00004_.jpg,Ethereal Elegance: SDXL Luxury Fragrance Line Lookbook,"luxury fragrance, moody, high contrast, sensual, visual narrative, opulent, allure, unique scent, visual storytelling.",,
mjpg_00005_.jpg,Moody Luxury: SDXL Sensual Fragrance Line Identity Lookbook,"Luxury, High contrast, Sensual, Fragrance, Bottle, Petals, Velvet, Shimmering, Mysterious, Dramatic, Exclusive, Allure, Brand identity, Lookbook, Opulent, Glossy, Illuminated, Enigmatic.",,
mjpg_00006_.jpg,Moody Luxury: A Sensual Journey Through the SDXL Fragrance Line,"Luxury Fragrance, High Contrast, Moody, Sensual, Mysterious, Exclusivity, Depth, Refinement, Aesthetic, Shadows, Light, Depth of Field, Sophistication, Allure, Visual Exploration.",,
mjpg_00007_.jpg,Moody Luxury: SDXL Sensual Fragrance Line Identity Lookbook,"Luxury, Sensual, High Contrast, Moody, Elegant, Fragrance, Brand Identity, Lookbook, Deep Hues, Dramatic Lighting, Opulent Textures.",,
mjpg_00008_.jpg,Sensuous Whispers of Elysium Luxury Fragrance Line Lookbook,"Moody, High Contrast, Luxury, Fragrance, Sensual, Bottles, Velvet, Exclusivity, Sophistication, Close-ups, Mystery, Allure",,
mjpg_00009_.jpg,Moody Luxury: A Sensual Fragrance Line Identity Lookbook,"Luxury, Fragrance, Moody, High Contrast, Sensual, Elegant, Exotic, Dramatic, Intimate, Enigmatic, Close-up, Bottles, Blooms, Models, Lighting, Subtle, Erotic.",,
mjpg_00010_.jpg,Velvet Obsession - A Luxury Fragrance Line's Moody & High Contrast Lookbook,"Luxury fragrance line, Moody, High contrast, Sensual, Opulence, Mystery, Enigma, Seductive darkness, Irresistible allure, Sophistication.",,
mjpg_00011_.jpg,Luxury Scent Odyssey - Moody Contrasts & Seductive Allure,"Luxury, Fragrance, Brand Identity, High Contrast, Moody, Sensual, Allure, Fashion Forward, Mystery, Sophistication, Elegant, Enigmatic.",,
mjpg_00012_.jpg,Velvet Whispers - A Luxury Fragrance Line Identity Lookbook,"Luxury, Sensuality, High contrast, Moody, Fragrance, Identity, Branding, Lookbook, Elegant, Sophisticated.",,
mjpg_00013_.jpg,Moody Allure: A Sensual Luxury Fragrance Line Lookbook,"luxury fragrance, moody, high contrast, sensual, allure, sophistication, intricate details, golden accents, rich textures, delicate florals, elegant, sultry.",,
